T,X,Y
1,72.49415842556465,70
1,52.192138131996124,40
0,78.55124624288081,63
0,45.40690408445186,57
1,43.14401991404531,58
0,14.170788894738351,11
0,37.0730123014129,27
1,41.98409247045412,63
1,31.060935717856726,8
0,34.652017381708596,37
1,58.076990168624064,48
0,75.74754161352688,62
1,52.686858570495616,72
1,43.16047474932546,29
1,54.90037548649501,66
0,60.229473260199384,60
0,38.93016939377321,25
0,69.89517260494003,84
1,63.905052859954516,84
0,53.1963837237559,83
1,69.92499638207173,39
1,46.83698969040909,47
1,39.84627251256778,33
1,52.02676664371176,59
0,47.53620448794226,20
0,66.49580791730922,46
1,41.21395016817237,24
0,65.48980631983278,82
0,38.197632166174536,45
1,74.26612942134571,68
0,76.50292627508904,64
1,50.4007141670242,61
0,39.591871968879126,45
0,79.6299225688632,78
0,31.69419512501782,36
0,33.027524227201155,57
0,87.90606381174038,100
0,38.94777737521219,37
1,53.74870521570091,52
0,43.891976420575205,51
1,42.07499972511639,50
0,60.500679084720275,83
0,51.11839716065805,33
1,48.62287922826508,70
1,37.84159826123945,48
1,79.99786760686102,54
1,38.142909336655066,41
1,69.08052391803913,64
1,51.85110064123094,42
1,47.82920351832859,44
1,50.95099890685023,44
1,50.465719280700654,42
0,23.913510907220743,80
1,51.29741084806755,57
0,42.63431046326453,33
1,9.884675771784664,20
0,59.665390436489155,56
0,47.82419658539154,47
1,62.17536577817991,75
0,46.327815211583236,67
1,39.55473887134419,16
1,56.73648251366704,63
1,37.65368208507489,42
0,43.96256604545741,22
1,70.7867564968176,86
0,58.76781114660808,76
1,46.27775276504468,35
1,54.92716756721414,44
1,67.14610138162362,79
0,60.73755949615761,92
1,70.26202047525611,93
1,47.39815859567593,45
0,50.4788549883504,44
0,37.094442855723194,34
1,71.26818409785723,75
0,46.754576127273864,76
1,34.767659643250056,0
1,39.110370313612826,43
0,68.41558239861062,60
1,33.10271805452174,21
0,40.97446253198439,44
0,54.0029723121343,56
1,34.57893976259943,36
1,74.30702598118414,74
1,51.18538578452814,38
1,41.45639529230573,65
0,47.775605639078336,23
0,47.74267909298507,59
0,36.68058297853031,41
1,54.301264208780005,67
0,54.28959413777355,47
1,54.611453777969814,58
1,40.13721289323564,44
0,48.12222744375948,40
0,36.43752186134968,67
0,51.19565013632471,62
0,57.338506472503695,40
0,15.981846183629628,13
1,28.45411956831789,13
0,58.88509131816454,58
1,48.12226341576881,44
0,41.94171273736221,31
0,36.950650182084686,49
0,53.14789226874018,56
0,40.22834623701178,43
1,61.46622645562485,54
0,34.10750403267932,21
0,46.549462901725605,44
1,78.27059081680345,95
1,41.75282330026364,59
1,53.760469694335974,45
0,53.944224026227666,56
0,56.07393608862804,45
1,25.962732047542566,54
0,49.092754774762106,39
0,39.537041132764415,55
0,52.255671574926374,70
0,48.832896826162084,40
0,51.87819028762932,63
1,35.02300892473441,25
1,46.16037178861045,69
0,72.18675471676318,73
1,57.13919540400587,58
0,47.212915968163486,25
1,65.81063712220103,73
0,38.21185762683419,17
0,69.78530008451149,79
0,47.41566702842209,50
1,22.309556052271933,33
1,39.12863949610512,40
0,49.792913445729475,50
0,58.76664043843628,84
1,33.8082657247089,50
1,60.72043740902527,36
1,53.35366272055259,55
1,36.40869831583643,48
0,53.218010556067014,57
0,28.529923257526516,1
1,15.943801967583326,22
1,75.02052691949639,78
1,60.3157623701466,63
0,72.03812454278294,88
1,43.29448502624509,37
1,64.53820009764115,65
1,62.70030856624074,59
0,59.162271409604315,68
1,40.02066671662226,81
1,41.91397037633782,23
0,41.45072305618115,33
0,27.659848444438104,21
0,49.267322194379,28
0,58.24895895585559,74
0,69.57256744394793,59
1,57.834664378678234,76
0,62.65715069417077,89
1,50.83529732213078,77
1,73.45688912927355,81
0,40.42938897483643,69
1,39.42891169636181,74
1,34.30058930273499,23
1,80.74668157166114,98
1,55.849144956550425,66
1,46.58060891243488,41
1,68.97949064136523,78
0,75.27546519396293,74
1,43.53868782632194,51
0,87.41608426970105,84
1,59.09417305523829,71
0,78.46243527350077,99
1,44.521490270278036,20
1,44.74819988053864,57
1,63.45340333793007,54
1,30.557865944570203,23
0,38.5084666884226,38
0,16.456208176975565,13
0,50.694913359662706,52
0,49.16973399115799,41
1,56.37369291429417,40
0,59.34232272130944,75
0,46.93115332297355,63
0,36.4471891129039,17
0,39.38317987695217,22
1,45.676359577886466,61
0,55.62912756242791,54
1,50.63142977971576,38
0,48.65064739589878,73
1,69.71642441883417,88
0,46.91717140901952,62
1,35.58322220664584,51
1,36.84380442934137,65
0,44.75929191483493,61
0,59.89345197637485,85
0,60.18530456765634,75
1,43.85939016276086,52
0,44.70023407862385,56
1,56.43978929913,65
1,70.2318180243515,90
0,45.90662965743059,53
1,52.75904510414099,39
1,58.382986819234496,85
1,29.430151292793216,13
0,45.04034192784574,42
1,56.78349908525079,72
0,42.042225284619136,34
1,45.77812671494234,48
1,40.338081891960094,65
1,33.04960661382075,48
1,32.573501990866,43
1,52.53999639227945,56
0,49.10452790580803,27
1,66.58754669896139,83
1,40.07163086190719,18
1,44.62243343987191,54
1,48.93244474814407,45
0,51.467957013736545,19
1,76.56002391251926,69
1,60.74166371524498,43
1,46.21947960931466,58
0,75.022691618815,77
1,37.49777531876882,63
1,67.47772671869834,55
1,52.523620785940096,43
0,48.544703593678484,52
1,33.374425393117086,55
0,67.4468860156053,76
0,16.936596198836796,18
1,48.14955684194668,37
1,43.41342921145659,78
0,59.44981425243709,58
0,36.956739402163514,19
1,40.87878377091613,47
0,67.98999216130758,57
1,90.87531211024648,78
0,56.76144478333699,74
0,37.40783413383137,48
1,49.397067870863616,60
0,63.27634837802996,83
0,73.79097712465921,76
0,80.38668850907061,62
1,72.95451546289286,78
1,77.49100145193884,79
0,64.533568366,51
1,52.56156397951945,35
1,60.61991569450837,85
1,69.52415336803065,83
0,55.661390360769616,43
1,38.18148306198594,26
0,63.92318532563463,72
1,80.49984975595257,81
0,58.71894364983037,72
0,73.41085135672667,73
1,51.10567365523411,48
1,49.66464933282588,58
1,60.28373140589191,59
1,46.69890356003385,38
0,18.966642569661307,28
0,59.50419669093067,75
0,14.886117253972671,9
0,43.702308806803245,38
1,65.25978752939264,57
1,44.16338689180353,32
0,38.941067576340046,45
0,49.90102694768575,64
0,54.14754428065331,31
0,41.220983951925135,10
0,84.21908161103741,58
1,67.3027983058339,90
0,69.4587580492902,75
0,46.6564021390091,60
0,55.163201945578756,47
1,20.02576868551631,36
0,58.27310272109104,67
1,37.479496481321895,33
1,37.840612816563336,7
0,51.55741043157982,65
0,45.67189504752764,37
1,36.05753473803103,42
1,56.73183181360121,61
0,41.65897760802336,55
0,69.64928485629864,79
0,39.70406201722281,53
0,33.00129093393777,41
0,47.53502401574943,41
1,65.90736775116368,73
1,42.05525746174414,47
0,43.68775085385625,40
1,11.104259182652207,15
1,54.31521616801187,66
1,62.152874633814164,59
1,51.52906470880567,69
0,45.79235552222916,69
1,41.33340924370326,53
0,46.351833275198416,53
1,27.612197395683296,20
0,53.630687530518415,48
1,28.804389083998455,21
0,35.81998081852108,55
1,72.83229289957278,71
0,80.01008036127106,74
1,40.154315222432125,27
0,42.906302089753204,46
0,76.19384477412748,98
1,71.64631375182176,88
0,36.208262228549565,57
1,66.35229338964723,49
1,66.38845042967901,75
0,45.13774702717551,29
1,62.35568912183712,75
0,79.32583165817123,96
1,40.233042245626635,34
0,64.53330272332548,72
0,56.30358875692669,67
1,24.38427664422098,26
1,49.911138916232275,40
0,38.89254490612885,56
0,70.28205137841486,54
0,40.325171868500234,59
0,47.6728578657491,54
0,48.97024620797798,34
1,43.51519996166155,42
1,17.03462110000124,26
1,63.38386827124802,64
0,52.157914939394885,54
0,69.13395984957705,70
0,42.96519267404542,70
0,57.11187241657828,59
1,60.025928283546946,66
0,31.92926180154314,42
0,37.23301867746069,43
0,63.486867939155985,98
1,64.05787300559419,34
1,64.30379977549195,70
0,16.923448031367577,13
1,15.780413109588707,36
0,40.825533861217636,57
1,92.14551715359843,119
0,52.63768567475079,92
0,40.53866614021219,35
0,77.83318310555244,84
0,52.40436124826809,34
0,28.657256795553156,10
0,44.48510219716384,48
1,21.70567448738356,3
1,61.32233139766818,70
1,76.71836867243411,84
0,59.78944189976947,45
1,53.56255691060772,75
0,58.91302139811738,48
1,33.00598503007578,54
1,57.46141809184375,31
0,46.33648221744611,54
1,65.61022276945758,77
0,45.993934496454735,42
1,39.84074470722406,25
1,39.92588265477258,8
0,89.38421668676982,82
0,33.24799039773664,44
1,64.04380358819904,76
0,41.5072642437766,40
1,42.419796177759544,23
1,37.00374072047121,65
0,70.95546671646164,81
0,37.071170385592076,38
0,48.27265485205268,50
0,50.15805046170793,67
0,42.20575460008715,35
1,46.25643113455672,24
0,83.6548917609233,66
0,42.755051016755566,75
1,14.465297374526713,10
0,36.176287660499895,18
0,72.78504970826373,83
1,58.287476282998085,59
1,39.60977579451365,29
1,34.09987611262507,26
0,72.0073332561598,58
0,47.481302408187695,28
0,61.39693860216997,54
0,46.870674022203595,84
0,49.276675466079865,52
1,47.24938112161761,37
0,69.24546162062947,45
0,60.271447332364474,48
1,57.61740764064919,74
1,56.242189636829075,63
0,52.14435428677169,81
0,49.07558650489408,44
1,45.277898816144926,39
0,59.91586150200706,61
1,33.576972656614146,41
1,44.78968604469163,44
1,70.37541790173937,80
1,45.52911649734447,44
0,48.798756401146626,53
1,57.42021948649579,46
1,70.59989617967199,75
1,36.06851358730626,42
0,34.1557908799345,36
0,53.03382600350596,57
1,39.82623638149969,38
0,49.66981299427922,31
1,21.49445462803361,-14
1,34.640953711142295,31
1,53.22602070512588,62
1,42.09952696032725,39
0,42.13347529185924,55
0,58.205791963624144,60
1,51.78097888652943,62
1,15.420163648607712,5
0,60.799867080289445,45
1,30.73243160570131,13
0,70.35468181502416,84
1,57.27029416975786,53
0,46.15826878504615,42
0,70.31939460251554,55
1,81.13925870580397,99
1,60.00320299035771,49
1,34.794204463430866,23
1,52.94892603626533,62
0,53.163097550573525,60
1,26.71416940343745,43
0,33.34047991951702,27
0,56.75668426653653,59
0,84.20466909858774,73
1,75.38885941977414,61
0,63.26257727307228,73
1,41.92280083013925,50
0,44.34988486679762,46
0,43.51420450722038,73
0,73.7098974411772,96
0,24.72940377261888,57
1,82.03759369491942,78
1,49.819321447200934,37
1,45.6337011471464,46
0,58.43684381949609,50
1,60.97345332120967,58
0,53.1214052517825,49
1,52.20326675402039,37
0,57.643240589291054,50
0,73.10833296469903,74
1,75.2936041261326,70
1,32.346126631130204,-10
1,47.15708326560352,37
1,50.514329080191516,67
1,44.991351039491406,34
1,44.268119516253044,55
0,64.59195872803807,65
1,54.630128921730176,72
0,56.85135200826513,66
1,44.60444621844296,59
0,37.28517633076907,42
1,68.1745799952322,62
1,26.822978112909507,30
0,60.24646524755407,68
1,55.342756022914614,61
0,48.22296049817221,67
1,48.10099053311033,32
1,44.68519591576435,18
1,74.33951717051124,84
1,57.317221474648875,64
1,33.170161433983566,14
0,30.922824980605732,27
1,46.35196527436359,47
1,41.50038083426414,57
1,59.461144696544345,59
1,48.06240065994786,47
1,62.46278901528118,75
0,35.6939341768861,10
1,56.90310658158434,67
0,74.91253104587514,78
1,38.539396282872225,26
1,51.91567715790542,53
1,37.56226154960346,58
1,42.492883828790205,49
0,60.314389265800244,90
0,73.01829489381966,51
1,34.44137706427104,28
0,32.885495582812446,21
0,58.79098941900692,52
0,39.19427011604568,31
1,54.70546170536263,47
0,58.562250076958634,68
1,63.67230841678249,48
0,45.46550240574798,34
1,18.621166310739753,23
0,44.324871881899924,74
1,35.33253242533957,38
1,42.46334104755647,42
0,66.7059870416406,58
1,39.946636607026306,18
1,44.68339731839369,32
1,74.53870813021575,73
0,93.94491340148564,99
1,65.37445316993626,78
0,62.39551771230661,77
1,31.92916205485832,44
0,66.55896647715595,77
0,56.162133784807686,32
1,32.550561854767125,35
0,39.33310897027845,64
0,38.33467408117609,46
1,39.47778279109936,72
1,57.751795257307315,78
0,43.78400760118328,54
0,41.57622808621702,27
1,55.155755489330524,68
1,76.21283129576399,89
1,58.0984981552254,69
0,42.57203938416547,57
1,56.94525348645349,59
1,53.56064449001485,53
1,41.12205159109232,30
1,59.827557925023385,72
1,51.41767998714272,53
1,67.75118859805237,86
0,46.67587328627394,26
0,38.34846558145479,42
0,50.84508416361806,50
0,55.43709012200391,56
1,56.4553684031534,63
0,50.92411529398892,49
0,7.720204962389609,-10
1,62.407663435351026,66
1,62.93178520144432,106
0,42.139697411928296,24
1,58.33709708333141,55
1,45.5042622299222,54
1,37.143761744089346,42
1,60.013821383541114,60
0,64.12632900049866,57
1,40.29556832636828,40
0,84.4682836849629,96
1,69.14371918984011,67
0,42.948602530734675,56
0,39.211908090706615,38
1,47.62897282507897,68
0,41.77577983044704,27
1,39.574851764841895,50
1,42.37880205677639,35
1,62.67660647805647,87
0,44.53720464051196,52
1,51.562277867095865,46
0,33.00906232724682,36
1,64.92776574680762,57
0,72.55706998005817,100
0,44.6331373343042,34
0,56.58876610541269,59
1,64.64265189770727,80
0,58.22834990761377,68
1,54.19810636181692,51
0,56.90815853583598,72
1,22.76600646207016,27
0,61.084264962352776,44
0,55.01137013087166,39
1,32.95061130940029,52
0,55.05306209280342,31
0,21.0466509335867,6
1,64.1068222914773,90
1,48.823369057425175,57
1,39.67188653513286,51
1,39.154103186941896,36
1,62.2148692030609,90
0,68.21089275682276,65
1,25.82074490945457,41
0,55.739878424213885,40
1,62.688702056284214,55
0,54.85268849612863,14
0,52.66386132906834,70
0,50.34088673931805,44
0,66.63910782836415,84
0,61.19468424432287,71
1,62.73980403561064,81
0,39.242043073682765,64
1,59.40793447328381,87
1,37.330869968044084,42
0,51.88230350676874,62
1,50.295665999190575,21
0,54.969277818571605,62
0,70.89308311462128,57
1,44.51299110888806,49
0,84.12661976421353,91
0,43.83651751249679,42
0,37.04457297933728,57
0,59.13658565672421,75
0,68.92935879533597,87
1,68.68286269394955,84
1,40.932236857090125,51
1,53.139144417048726,41
0,51.03301431591061,75
1,63.80934295454753,91
0,63.0297539261151,69
1,51.68730217250654,50
1,58.00049397029119,39
0,53.986101851212254,59
1,57.660414483427765,62
1,40.61699899200585,50
1,67.86097412938821,94
1,60.05234825498216,45
1,41.94642843005176,33
0,36.87350921881166,51
0,29.269479109659258,44
1,10.710790946134892,24
0,58.792479907547985,59
1,38.56263860924742,39
0,59.596558511284066,61
0,82.34037929230271,63
1,66.2824101737721,64
0,26.306017641515307,21
0,48.73423967555596,54
0,48.39824481585452,82
1,36.930460294644824,48
0,60.62789495198717,81
1,47.34433045029445,61
0,24.383827359066473,17
0,57.403520011850816,55
1,15.996725663077605,27
1,64.38924746248816,45
1,64.96089099327708,41
0,51.85593189050821,49
0,39.51936782127217,33
0,54.35481837044138,58
1,36.939211856773106,58
0,71.68427591148708,85
0,57.42485408948921,68
0,37.32250301692848,46
0,46.05780449302313,50
0,97.96224430960059,91
1,49.98411736494378,93
1,44.32553820911978,41
1,65.16516224398207,75
0,40.498549244247116,44
1,41.21590753146163,51
1,61.657170900583225,65
0,38.47240828330874,27
0,30.54458427196189,35
0,61.06356001299318,43
0,61.29377644286025,94
0,15.40725588278579,36
1,37.86090449904357,47
1,46.445989317995405,53
1,54.85860876006834,68
1,66.08103265717234,59
0,51.29675360053965,38
1,51.855496068558686,26
1,34.066559983261385,3
1,37.47944022869729,51
0,63.4757310875361,96
0,33.49268080664433,28
0,59.50806220677609,89
0,36.270942730040105,24
0,30.537923669610937,56
0,43.51682370420388,39
0,65.891832752179,65
1,17.606119242976526,17
0,54.10411254848635,92
1,53.268386829932794,60
0,66.13911377230052,61
0,51.040551259348064,32
1,56.99977994573049,83
1,27.06819507893275,28
1,36.11542411853313,43
0,40.053005281077475,36
1,15.888949194027994,33
1,67.50197042746024,60
0,39.126003835476745,36
0,61.117107769772815,38
1,34.969798786089136,44
0,39.02502437212589,42
1,58.94471533148789,54
0,58.04516666049965,63
0,29.31161575797617,38
0,52.08630125831709,56
1,49.03230356729514,29
1,48.570906464859185,54
0,55.06930354989997,63
0,73.71179136265849,65
1,39.56990549715384,17
1,73.80633405611073,70
0,56.006571723192124,55
1,40.37278118661888,24
0,39.610667037469256,48
1,41.558661798921214,46
0,42.95769952892545,37
0,35.85531805056938,22
0,44.62020273568738,44
0,58.72038759500882,51
1,51.68312409076783,55
1,73.9821906533086,103
1,54.56458519392691,60
1,63.93153099340059,35
0,21.64903638479012,25
0,64.86776688437202,51
1,58.21414726445915,68
0,70.81160092124712,87
1,63.04484697050596,70
1,58.12758987655599,86
1,58.559828969452965,80
1,45.98385978894198,73
1,55.88641033244119,33
0,39.310549416525106,52
1,31.23376220285777,4
0,76.8409430900351,104
1,44.21858937463931,41
0,44.9093420000309,45
0,43.01934824105521,19
0,37.184028868470236,45
1,52.67603898879754,67
0,53.55967471581299,65
1,61.14179249159447,40
0,53.73964978962614,49
0,21.027060123529143,5
0,61.894278463762724,56
0,26.934727660259004,11
0,70.84571440851293,44
1,67.75483890433128,65
0,31.4319440746916,37
1,82.0331840239267,71
0,47.49918435480596,43
0,39.24548631023136,42
0,43.342192706556474,45
1,59.488171954587465,63
0,44.44266867233423,42
0,21.108676022317923,27
1,35.15733279689161,40
0,33.592383763271734,36
1,49.77089574779604,76
1,15.913409332259292,8
0,88.56146766149065,69
1,49.16601609660757,42
0,39.36289858305099,11
1,38.82666240005213,37
1,32.59324115605477,19
1,54.41633133559673,59
1,34.851269546298916,38
0,48.739113758713444,62
1,59.546187823016524,58
1,48.19525357393394,45
0,45.5490536131232,53
0,53.81513055587971,59
1,74.52061416394513,86
0,39.17493937668724,53
1,65.32887794171893,64
0,52.89492508847451,63
0,42.840591510757676,48
1,45.92495297494108,55
0,46.28722172343124,38
0,33.016380924714625,17
1,37.83466564189534,23
1,48.42895913016004,46
1,49.461074555877936,29
1,40.197915166080385,41
1,37.76813196174143,47
0,98.79351203451739,105
0,45.16536875419421,32
0,26.061779464519404,19
1,35.792911007405834,19
1,43.00766446675812,24
1,32.05535042894731,57
1,39.817846847607385,41
0,46.57767805124924,46
1,27.893517235795347,50
0,37.82537006382633,15
1,48.60239709586844,47
1,51.68756393497053,97
1,51.38118572938466,67
0,29.199280210769203,32
1,62.42436347685532,52
0,50.14145630682175,33
1,55.762465474419734,63
0,61.746830462321896,77
0,49.56983200310196,27
1,58.622313968954884,72
0,46.68722773062414,63
0,72.2476837420159,96
1,58.077072014601264,75
0,20.93953058282705,51
1,38.386330669059035,45
1,64.7955224736001,81
0,67.06306673125181,65
1,30.07274047222691,31
1,63.97101122652975,82
1,56.229480524427125,37
0,88.48876040266413,89
0,69.66636377857891,79
0,46.935567350891226,69
0,42.08325439517086,55
0,49.15630364093928,48
1,47.19099853246142,52
1,56.23036797730505,47
1,47.29515013268114,71
1,31.433640323283356,25
0,56.14172098977804,86
1,64.56522610909761,68
0,50.83840040155261,48
0,47.98361567141042,39
0,38.097375811541966,58
1,68.72769594667149,59
